"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",Alpine Gardening,B (Boron),Bark,Pollinated by Bats,Beach Front,Attracts Bees,Pollinated by Beetles,Bi-Color,Attracts Birds,Blue,Bog gardening,Brown,Bulb,Propagate by Bulbs,Pollinated by Bumblebees,Attracts Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Propagate by Corms,Propagate by Crowns,Cu (Copper),Culinary Herb,Cut Flower,Propagate by Cuttings: Cane,Propagate by Cuttings: Leaf,Cuttings: Root,Propagate by Cuttings: Stem,Propagate by Cuttings: Tip,Deer Resistant,Dioecious,Propagate by Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Pollinated by Flies,Flood Resistant,Flowering Tree,Flowers,Flowers Blooms on new wood,Flowers Blooms on old wood,Flowers Fragrant,Flowers Inconspicuous,Flowers Malodorous,Flowers Nocturnal,Flowers Showy,Fruit,Fruit is poisonous,Fruit Dehiscent,Fruit Edible to birds,Fruit Indehiscent,Fruit Pops open explosively when ripe,Fruit Showy,Fruiting Time Fall,Fruiting Time Late fall or early winter,Fruiting Time Late spring or early summer,Fruiting Time Late summer or early fall,Fruiting Time Late winter or early spring,Fruiting Time Spring,Fruiting Time Summer,Fruiting Time Winter,Fruiting Time Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genus,Goes Dormant,Gopher and Vole Resistant,Grass/Grass-like,Green,Groundcover,Herb/Forb,Houseplant,Pollinated by Hoverflies,Humidity tolerant,Attracts Hummingbirds,In Water,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves Broadleaf,Leaves Deciduous,Leaves Evergreen,Leaves Fragrant,Leaves Glaucous,Leaves Good fall color,Leaves Malodorous,Leaves Needled,Leaves Other,Leaves Semi-evergreen,Leaves Spring ephemeral,Leaves Unusual foliage color,Leaves Variegated,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Pollinated by Midges,Minimum cold hardiness,Mn (Manganese),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Pollinated by Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Propagate by Offsets,Orange,Attracts Other Beneficial Insects,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patio/Ornamental/Small Tree,Pink,Pollution Tolerant,Provide darkness to seeds,Provide light to seeds,Provides winter interest,Purple,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Pollinated by Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrel Resistant,Start indoors,Stem,Propagate by Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Pollinated by Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Pollinated by Wasps,Pollinated by Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Pollinated by Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc),Min Height,Max Height,Min Spread,Max Spread,Coppice Potential,Duration,Fertility Requirement,Foliage Porosity Summer,Growth Form,Growth Rate,Known Allelopath,State and Province,Vegetative Spread Rate,Growth Spring,Growth Summer,Growth Fall,Growth Winter,Northeast,Southeast,Midwest,Plains,Pacific,Flower Time Early Spring,Flower Time Mid Spring,Flower Time Late Spring,Flower Time Early Summer,Flower Time Mid Summer,Flower Time Late Summer,Flower Time Fall,Flower Time Winter,Award Winner
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,Quercus,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,4.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,coccinea,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,"['https://garden.org/plants/view/78629/Scarlet-Oak-Quercus-coccinea/', 'https://garden.org/plants/view/781081/Oak-Quercus-coccinea-Splendens/']",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60.0,100.0,,,True,Perennial,Medium,Dense,Single Stem,Rapid,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'GA', 'IL', 'IN', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MO', 'MS', 'NC', 'NH', 'NJ', 'NY', 'OH', 'PA', 'RI', 'SC', 'TN', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Quercus,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,False,True,False,False,False,7.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,laevis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,['https://garden.org/plants/view/84583/Turkey-oak-Quercus-laevis/'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,20.0,50.0,20.0,40.0,True,Perennial,Low,Moderate,Single Stem,Rapid,False,"['AL', 'FL', 'GA', 'LA', 'MS', 'NC', 'SC', 'VA']",None,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Quercus,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,True,True,False,False,6.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,laurifolia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,['https://garden.org/plants/view/78633/Laurel-Oak-Quercus-laurifolia/'],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,60.0,70.0,,,False,Perennial,Low,Moderate,Single Stem,Rapid,False,"['AL', 'AR', 'FL', 'GA', 'LA', 'MD', 'MS', 'NC', 'PA', 'SC', 'TX', 'VA']",None,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Quercus,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,5.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,lyrata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,"['https://garden.org/plants/view/84585/Overcup-Oak-Quercus-lyrata/', 'https://garden.org/plants/view/768340/Oak-Quercus-lyrata-Arnold/']",False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,40.0,60.0,40.0,60.0,False,Perennial,Medium,Dense,Single Stem,Moderate,False,"['AL', 'AR', 'DE', 'FL', 'GA', 'IL', 'IN', 'KY', 'LA', 'MD', 'MO', 'MS', 'NC', 'NJ', 'OK', 'SC', 'TN', 'TX', 'VA']",None,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,Quercus,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,8.0,False,True,True,False,False,3.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,macrocarpa,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,['https://garden.org/plants/view/78634/Bur-Oak-Quercus-macrocarpa/'],False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,60.0,80.0,60.0,80.0,False,Perennial,Medium,Dense,Single Stem,Slow,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'MT', 'ND', 'NE', 'NH', 'NJ', 'NM', 'NY', 'OH', 'OK', 'PA', 'RI', 'SD', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV', 'WY']",None,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Quercus,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,4.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,michauxii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,['https://garden.org/plants/view/84587/Swamp-chestnut-oak-Quercus-michauxii/'],False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,60.0,80.0,,,False,Perennial,Medium,Dense,Single Stem,Moderate,False,"['AL', 'AR', 'DE', 'FL', 'GA', 'IL', 'IN', 'KY', 'LA', 'MD', 'MO', 'MS', 'NC', 'NJ', 'OK', 'SC', 'TN', 'TX', 'VA']",Slow,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Quercus,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,velutina,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"['https://garden.org/plants/view/78647/Black-Oak-Quercus-velutina/', 'https://garden.org/plants/view/164167/Oak-Quercus-velutina-OakRidge-Walker/', 'https://garden.org/plants/view/768289/Oak-Quercus-velutina-Rubrifolia/', 'https://garden.org/plants/view/768290/Oak-Quercus-velutina-Albertsii/']",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60.0,80.0,20.0,60.0,True,Perennial,Medium,Moderate,Single Stem,Moderate,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'NE', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Ratibida,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,3.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,columnifera,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"['https://garden.org/plants/view/78654/Mexican-Hat-Ratibida-columnifera/', 'https://garden.org/plants/view/78655/Long-head-Coneflower-Ratibida-columnifera-Buttons-and-Bows/', 'https://garden.org/plants/view/138135/Grey-Headed-Coneflower-Ratibida-columnifera-Red-Midget/']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0,3.0,1.5,2.0,False,Perennial,Medium,Porous,Single Crown,Moderate,False,"['AL', 'AR', 'AZ', 'CA', 'CO', 'CT', 'FL', 'GA', 'IA', 'ID', 'IL', 'IN', 'KS', 'LA', 'MA', 'MI', 'MN', 'MO', 'MS', 'MT', 'NC', 'ND', 'NE', 'NJ', 'NM', 'NY', 'OH', 'OK', 'PA', 'SC', 'SD', 'TN', 'TX', 'UT', 'WI', 'WV', 'WY']",None,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Ranunculus,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,glaberrimus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"['https://garden.org/plants/view/84628/Sagebrush-Buttercup-Ranunculus-glaberrimus/', 'https://garden.org/plants/view/225329/Elliptical-Buttercup-Ranunculus-glaberrimus-var-ellipticus/']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.16666666666666666,0.5,,,False,Perennial,Medium,Porous,Single Crown,Moderate,False,"['AZ', 'CA', 'CO', 'ID', 'MT', 'ND', 'NE', 'NM', 'NV', 'OR', 'SD', 'UT', 'WA', 'WY']",None,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False
True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,Ratibida,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pinnata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,['https://garden.org/plants/view/78656/Gray-Headed-Coneflower-Ratibida-pinnata/'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,4.0,1.0,2.0,False,Perennial,Medium,Porous,Single Crown,Moderate,False,"['AL', 'AR', 'CT', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MI', 'MN', 'MO', 'MS', 'NE', 'NJ', 'NY', 'OH', 'OK', 'PA', 'SC', 'SD', 'TN', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Rhododendron,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,4.0,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,arborescens,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,['https://garden.org/plants/view/84678/Smooth-azalea-Rhododendron-arborescens/'],False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,6.0,12.0,6.0,12.0,True,Perennial,Low,Dense,Multiple Stem,Moderate,False,"['AL', 'GA', 'KY', 'MD', 'MS', 'NC', 'NY', 'PA', 'SC', 'TN', 'VA', 'WV']",None,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Rhododendron,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,True,False,False,False,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,canadense,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,['https://garden.org/plants/view/84681/Rhodora-Rhododendron-canadense/'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,4.0,3.0,5.0,False,Perennial,Low,Dense,Multiple Stem,Moderate,True,"['CT', 'MA', 'ME', 'NH', 'NJ', 'NY', 'PA', 'RI', 'VT']",Slow,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,Rhamnus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11.0,False,True,True,False,False,9.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,crocea,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,['https://garden.org/plants/view/84657/Redberry-Buckthorn-Rhamnus-crocea/'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4.0,6.0,4.0,6.0,True,Perennial,Low,Dense,Multiple Stem,Slow,False,"['AZ', 'CA']",None,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True,Rhus,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,glabra,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,"['https://garden.org/plants/view/130687/Smooth-Sumac-Rhus-glabra-Laciniata/', 'https://garden.org/plants/view/78727/Smooth-Sumac-Rhus-glabra/']",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6.0,12.0,6.0,10.0,True,Perennial,Low,Dense,Rhizomatous,Moderate,False,"['AL', 'AR', 'AZ', 'CA', 'CO', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'ID', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'MT', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NM', 'NV', 'NY', 'OH', 'OK', 'OR', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'UT', 'VA', 'VT', 'WA', 'WI', 'WV', 'WY']",Moderate,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,Robinia,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pseudoacacia,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,"['https://garden.org/plants/view/78749/Black-Locust-Robinia-pseudoacacia/', 'https://garden.org/plants/view/78750/Black-Locust-Robinia-pseudoacacia-Twisty-Baby/', 'https://garden.org/plants/view/78751/Black-Locust-Robinia-pseudoacacia-Tortuosa/', 'https://garden.org/plants/view/111603/Yellow-Locust-Robinia-pseudoacacia-Frisia/', 'https://garden.org/plants/view/130713/Yellow-False-Acacia-Robinia-pseudoacacia-Bessoniana/', 'https://garden.org/plants/view/130715/Yellow-False-Acacia-Robinia-pseudoacacia-Semperflorens/', 'https://garden.org/plants/view/130717/Yellow-False-Acacia-Robinia-pseudoacacia-Unifoliola/', 'https://garden.org/plants/view/173599/Yellow-False-Acacia-Robinia-pseudoacacia-Casque-Rouge/', 'https://garden.org/plants/view/174390/Yellow-False-Acacia-Robinia-pseudoacacia-Coluteoides/', 'https://garden.org/plants/view/743544/Black-Locust-Robinia-pseudoacacia-Inermis/']",False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,30.0,50.0,20.0,35.0,True,Perennial,Low,Moderate,Multiple Stem,Rapid,False,"['AL', 'AR', 'AZ', 'CA', 'CO', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'ID', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'MT', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NM', 'NV', 'NY', 'OH', 'OK', 'OR', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'UT', 'VA', 'VT', 'WA', 'WI', 'WV', 'WY']",Moderate,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
