"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",A.H.G.A. Hosta of the Year,AAS (All-America Selection®),Alpine Gardening,B (Boron),Bark,Bats,Beach Front,Bees,Beetles,Bi-Color,Birds,Blue,Bog gardening,Brown,Bulb,Bulbs,Bumblebees,Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Cleistogamous,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Corms,Crowns,Cu (Copper),Culinary Herb,Culinary Herb/Spice,Cut Flower,Cuttings: Cane,Cuttings: Leaf,Cuttings: Root,Cuttings: Stem,Cuttings: Tip,Days to germinate,Deer Resistant,Depth to plant seed,Dioecious,Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Flies,Flood Resistant,Flower Time Fall,Flower Time Late fall or early winter,Flower Time Late spring or early summer,Flower Time Late summer or early fall,Flower Time Late winter or early spring,Flower Time Other,Flower Time Spring,Flower Time Summer,Flower Time Winter,Flower Time Year Round,Flowering Tree,Flowers,Flowers Blooms on new wood,Flowers Blooms on old wood,Flowers Fragrant,Flowers Inconspicuous,Flowers Malodorous,Flowers Nocturnal,Flowers Other,Flowers Showy,Foliage Mound Height,Fruit,Fruit is poisonous,Fruit Dehiscent,Fruit Edible to birds,Fruit Indehiscent,Fruit Other,Fruit Pops open explosively when ripe,Fruit Showy,Fruiting Time Fall,Fruiting Time Late fall or early winter,Fruiting Time Late spring or early summer,Fruiting Time Late summer or early fall,Fruiting Time Late winter or early spring,Fruiting Time Other,Fruiting Time Spring,Fruiting Time Summer,Fruiting Time Winter,Fruiting Time Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genetically Modified,Genus,Goes Dormant,Good as a cover crop,Gophers/Voles,Grass/Grass-like,Green,Groundcover,Guardian plant,Herb/Forb,Houseplant,Hoverflies,Humidity tolerant,Hummingbirds,I (Iodine),In Water,Inflorescence Height,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves Broadleaf,Leaves Deciduous,Leaves Evergreen,Leaves Fragrant,Leaves Glaucous,Leaves Good fall color,Leaves Malodorous,Leaves Needled,Leaves Other,Leaves Semi-evergreen,Leaves Spring ephemeral,Leaves Unusual foliage color,Leaves Variegated,Life cycle,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Midges,Minimum cold hardiness,Mn (Manganese),Mo (Molybdenum),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Needs specific temperature,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Offsets,Orange,Other,Other Beneficial Insects,Other info,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patent/Plant Breeders' Rights,Patio/Ornamental/Small Tree,Pink,Plant Height,Plant Spread,Pollution,Powdery Mildew,Preferred depth,Prefers to be under-potted,Provide darkness,Provide light,Provides winter interest,Purple,RHS AGM,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrels,Start indoors,Stem,Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Texas Superstar®,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Topiary,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Wasps,Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc)
,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Epipactis,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,gigantea,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/81790/Stream-Orchid-Epipactis-gigantea/', 'https://garden.org/plants/view/665024/Stream-Orchid-Epipactis-gigantea-Serpentine-Night/']",,,,,,,,True,,,,,,,,,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Epidendrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnoliae,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/81765/Greenfly-Orchid-Epidendrum-magnoliae/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,,,,,True,True,,,,,,,,,,,,True,,True,,,,True,,,True,,,,,,,,,,,,True,,,Epithelantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,Zone 8b -9.4 °C (15 °F) to -6.7 °C (20 °F),,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,micromeris,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,['https://garden.org/plants/view/81792/Button-Cactus-Epithelantha-micromeris/'],,,,,,,,,,True,,,,,True,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,nevadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81760/Nevada-Mormon-Tea-Ephedra-nevadensis/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epilobium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palustre,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81786/Marsh-Willow-Herb-Epilobium-palustre/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedunculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81761/Vine-jointfir-Ephedra-pedunculata/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Epigaea,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Zone 9a,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,,True,,,True,4 to 6 inches (10-15 cm),18 to 24 inches (45-60 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,repens,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/81767/Mayflower-Epigaea-repens/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,torreyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/81762/Torreys-Joint-Fir-Ephedra-torreyana/', 'https://garden.org/plants/view/174619/Torreys-Jointfir-Ephedra-torreyana-var-powelliorum/', 'https://garden.org/plants/view/225879/Torreys-Joint-Fir-Ephedra-torreyana-var-torreyana/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,trifurca,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81763/Ephedra-Ephedra-trifurca/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,viridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81764/Mormon-Tea-Ephedra-viridis/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epifagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81766/Beechdrops-Epifagus-virginiana/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,True,,,True,,True,True,True,True,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,Perennial,,Zone 8b,,0.0,True,True,,Zone 2 -45.6 °C (-50 °F) to -42.8 °C (-45°F),,,,,,True,,,,,,,True,,,,,,,,,,,,,,,"usually 8 to 20 inches, to 3 feet",,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,True,True,True,,arvense,,,,True,,,,,,,,,,,True,,,,,,,True,,,,,,['https://garden.org/plants/view/81794/Field-Horsetail-Equisetum-arvense/'],,,,,,,,,,,,,True,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,fluviatile,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81795/Swamp-Horsetail-Equisetum-fluviatile/'],,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,True,,,True,,,,,,,,True,,,True,,,0.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,Equisetum,,,True,,,,,,,,True,,,True,,True,,,,,,,True,,,,,,,,,,,Perennial,,Zone 11,,0.0,True,True,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,True,,,,,,,,,,,,,,,,,,,,,,3 to 6 feet,,,,,,,,True,,,True,,,True,,,,,,,,,,,,,,,True,,,,hyemale,,,,True,,,,,,,,,,,True,,,,,,,True,,,,,,"['https://garden.org/plants/view/76420/Rough-Horsetail-Equisetum-hyemale/', 'https://garden.org/plants/view/81796/Scouringrush-Horsetail-Equisetum-hyemale-var-affine/']",,,,,,,,True,True,,,,True,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,laevigatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81797/Horsetail-Equisetum-laevigatum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,palustre,,,,,,,,,,,,,,,,,,,,,,True,,,,,,['https://garden.org/plants/view/81798/Marsh-horsetail-Equisetum-palustre/'],,,,,,,,True,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,pratense,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81799/Shade-Horsetail-Equisetum-pratense/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,scirpoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/81800/Dwarf-Horsetail-Equisetum-scirpoides/', 'https://garden.org/plants/view/163502/Dwarf-Horsetail-Equisetum-scirpoides-var-striatum/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,sylvaticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81801/Wood-Horsetail-Equisetum-sylvaticum/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,telmateia,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/92788/Giant-Horsetail-Equisetum-telmateia/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equisetum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,variegatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/81803/Variegated-scouringrush-Equisetum-variegatum-var-variegatum/', 'https://garden.org/plants/view/81802/Variegated-scouringrush-Equisetum-variegatum/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alatum,,,,,,,,,,,,,,,,,,,,,,True,,,,,,"['https://garden.org/plants/view/126866/Winged-Buckwheat-Eriogonum-alatum/', 'https://garden.org/plants/view/174652/Canadian-River-Buckwheat-Eriogonum-alatum-var-glabriusculum/', 'https://garden.org/plants/view/772316/Mogollon-Rim-Buckwheat-Eriogonum-alatum-var-mogollense/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone 8b,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,True,,,,,,,,,,,,,,,,,,,,True,True,,,,1 to 2 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,allenii,,,,,,,,,,,,,,,,,,,,,,True,,,,,,"['https://garden.org/plants/view/126867/Shale-Barrens-Buckwheat-Eriogonum-allenii/', 'https://garden.org/plants/view/741214/Shale-Barrens-Buckwheat-Eriogonum-allenii-Little-Rascal/']",,,,,,,,,,,,,,,,,True,
True,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Erythronium,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,Perennial,,Zone 9b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,True,True,,,,3 - 6 inches,3 - 6 inches,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,albidum,,,,True,,,,,,,,,,,,,,,,True,,,,,,True,,['https://garden.org/plants/view/76448/White-Trout-Lily-Erythronium-albidum/'],True,True,,,,,,,,True,True,,,,,,,
True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Erythronium,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,Perennial,,Zone 9b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,True,,,,,,,True,True,,,,4-10 inches,3 - 6 inches,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,americanum,,,,True,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/76449/Trout-Lily-Erythronium-americanum/', 'https://garden.org/plants/view/81963/Dogtooth-Violet-Erythronium-americanum-subsp-americanum/']",,True,,,,,,,,,True,,,,,,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0.0,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3-2.6 feet (0.1-0.8 meters),,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,ammophilum,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,['https://garden.org/plants/view/126878/Ibex-Buckwheat-Eriogonum-ammophilum/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Erigeron,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,Annual,,,,0.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,2-5 feet,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,annuus,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,['https://garden.org/plants/view/81833/Daisy-Fleabane-Erigeron-annuus/'],,,,,True,,,,True,True,,,,,,,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,0.0,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,True,,,Eriogonum,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,Annual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 - 36 inches,6 - 12 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,annuum,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/81890/Umbrellaweed-Eriogonum-annuum/'],,,,,,,,,,True,True,,,,,True,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriophorum,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angustifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/81926/Tall-cottongrass-Eriophorum-angustifolium-subsp-angustifolium/', 'https://garden.org/plants/view/81925/Cotton-Grass-Eriophorum-angustifolium/', 'https://garden.org/plants/view/81927/Tall-cottongrass-Eriophorum-angustifolium-subsp-triste/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,True,True,,True,,True,,,,,True,,,,,,,,0.0,,,,,,,,,True,,,,,,,True,,,,True,True,True,True,,,,True,,,,,,0.0,,True,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,Eryngium,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 8b,,0.0,True,,,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,,,,,,,,,,,,True,,,,,,,,,,,,,,,3 to 4 feet,1 to 3 feet,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,aquaticum,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,['https://garden.org/plants/view/76436/Eryngo-Eryngium-aquaticum/'],,,,,,,True,,,True,True,,,,,,,
,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Eriocaulon,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aquaticum,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/81882/Common-Pipewort-Eriocaulon-aquaticum/'],,,,,,,True,,,True,,,,,,,,
,,,,,,,,,,,,,True,,,,True,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,0.0,,,,True,,,True,,,,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Eryngium,,,,,,,,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,Perennial,,Zone 11,,0.0,,,,Zone 8a -12.2 °C (10 °F) to -9.4 °C (15 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,,3 inches to 24 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aromaticum,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,['https://garden.org/plants/view/200597/Fragrant-Eryngo-Eryngium-aromaticum/'],True,,,,,,,,,,,,,,,True,,
